Series Name,"Series Code","Country Name","Country Code","1990 [YR1990]","2000 [YR2000]","2010 [YR2010]","2011 [YR2011]","2012 [YR2012]","2013 [YR2013]","2014 [YR2014]","2015 [YR2015]","2016 [YR2016]","2017 [YR2017]","2018 [YR2018]","2019 [YR2019]"
"International tourism, receipts (% of total exports)","ST.INT.RCPT.XP.ZS","Norway","NOR","","3.22747415952152","3.10661168252439","3.1913044082417","3.2876337986314","3.51827615037674","3.88343270040643","4.37863728795006","4.82088305144799","4.73947940141859","4.26622331607864",""
"International tourism, receipts (% of total exports)","ST.INT.RCPT.XP.ZS","Oman","OMN","","3.20311305204846","2.79106175514626","3.06594738376426","3.14270712570967","3.17927937472369","3.4764116390125","5.75007603569297","7.69786208228941","7.35025642974872","6.44138448487136",""
"International tourism, receipts (% of total exports)","ST.INT.RCPT.XP.ZS","Pakistan","PAK","","5.51165349604882","3.55717137154263","3.58540387490854","3.23197552113215","3.12219152548015","3.1738249329934","3.19885330722976","2.94388994153941","2.93644528717485","2.65801112530378",""
"International tourism, receipts (% of total exports)","ST.INT.RCPT.XP.ZS","Palau","PLW","","","79.4446109575975","81.9275218417072","82.8066018277248","84.03469664441","82.7380809449175","87.1299466577757","84.3029673995963","86.2623239279778","",""
"International tourism, receipts (% of total exports)","ST.INT.RCPT.XP.ZS","Panama","PAN","","8.04241477345491","12.7492946784707","13.3530993536806","14.746606029223","17.8236058348545","20.330004526423","22.0678757847826","24.9110698606361","25.1405399101153","19.6745244988913",""
"International tourism, receipts (% of total exports)","ST.INT.RCPT.XP.ZS","Papua New Guinea","PNG","","0.299557995652408","0.0396148668214946","0.0694862499327614","0.0352398415315458","0.0580141342381149","0.0308133386877143","0.0197535072602689","0.0192367140042614","0.149205886248276","",""
"International tourism, receipts (% of total exports)","ST.INT.RCPT.XP.ZS","Paraguay","PRY","","2.28574902363212","2.19130431620731","1.96239955280008","2.35782657752246","2.08033975640981","2.26565667720099","2.94958254676273","2.80410544741086","2.83019664642689","2.73715829008388",""
"International tourism, receipts (% of total exports)","ST.INT.RCPT.XP.ZS","Peru","PER","","10.4936514952032","6.33379121618176","5.63462024559142","5.95682967021537","8.153643640488","8.64572308560772","10.2541716020534","9.92163196811749","8.7222096096398","8.72074694501272",""
"International tourism, receipts (% of total exports)","ST.INT.RCPT.XP.ZS","Philippines","PHL","","8.49932631732275","6.30751708423693","7.09128366508658","7.42702899133613","8.25232364638118","8.04415254812574","8.87601544684405","8.50577184120884","9.63576940245425","10.7653942890797",""
"International tourism, receipts (% of total exports)","ST.INT.RCPT.XP.ZS","Poland","POL","","13.2351353102525","5.22866282522845","5.17062347459507","5.34858716141135","5.12202557511041","4.98359366264252","4.80897505939751","4.89813170333221","4.9106473490594","4.84104001819847",""
"International tourism, receipts (% of total exports)","ST.INT.RCPT.XP.ZS","Portugal","PRT","","17.9673449290029","18.0326100567499","17.372790915786","17.6713343546239","17.6760079749527","18.8118794021884","19.5412514045025","20.7049051395774","22.642204392427","22.8097570614859",""
"International tourism, receipts (% of total exports)","ST.INT.RCPT.XP.ZS","Puerto Rico","PRI","","","","","","","","","","","",""
"International tourism, receipts (% of total exports)","ST.INT.RCPT.XP.ZS","Qatar","QAT","","","","3.66306342871316","5.05332946205215","5.84871240147674","7.5419575145024","13.1442638566411","17.3734076704707","18.4931773627734","14.8584760608804",""
"International tourism, receipts (% of total exports)","ST.INT.RCPT.XP.ZS","Romania","ROU","","3.30953380932381","3.03567058894314","2.96999222484711","2.97686564406178","2.68011349584249","2.68535669451726","2.85100809888895","2.76334108034302","3.37295778198326","3.2253423828987",""
"International tourism, receipts (% of total exports)","ST.INT.RCPT.XP.ZS","Russian Federation","RUS","","3.10259716064857","2.99637976486963","2.95772158376095","3.03099163513453","3.41206639660246","3.45764458268544","3.35491826921939","3.85795074694915","3.64786172804832","3.67620505686717",""
"International tourism, receipts (% of total exports)","ST.INT.RCPT.XP.ZS","Rwanda","RWA","","","32.7372910030036","31.7559770158095","30.4351117819142","28.4057666639773","28.65041671339","29.0403196409381","28.8716422303661","27.6697773125029","25.8492870634113",""
"International tourism, receipts (% of total exports)","ST.INT.RCPT.XP.ZS","Samoa","WSM","","","63.4457670448638","65.493226765339","66.7059545580649","59.615509884947","65.3757439074893","61.5346281225958","59.8993693042363","59.9873552744121","62.5738106198975",""
"International tourism, receipts (% of total exports)","ST.INT.RCPT.XP.ZS","San Marino","SMR","","","","","","","","","","","",""
"International tourism, receipts (% of total exports)","ST.INT.RCPT.XP.ZS","Sao Tome and Principe","STP","","60.8580277434044","45.6519656976764","54.1869030716461","45.541620653735","62.9669460002023","64.4101585787403","69.4569250458351","71.5589125293279","71.5107883514984","73.1935597095181",""
"International tourism, receipts (% of total exports)","ST.INT.RCPT.XP.ZS","Saudi Arabia","SAU","","","2.87819051636304","2.47644880968256","2.10305229228409","2.24115950596501","2.60949304134479","5.1295719244243","6.6902294883981","6.25850696898907","5.40537254099281",""
"International tourism, receipts (% of total exports)","ST.INT.RCPT.XP.ZS","Senegal","SEN","","11.6074132047022","14.4295414271656","13.8158971147321","11.8221966999991","11.7589746421441","11.1725020931876","10.3561112935862","10.7007510648075","10.18879993435","",""
"International tourism, receipts (% of total exports)","ST.INT.RCPT.XP.ZS","Serbia","SRB","","","7.54306858395628","7.40483618553558","7.33482621244194","6.59180337988396","7.04880150076778","7.57904132934883","7.59533280256604","7.80465757602011","7.6941704983767",""
"International tourism, receipts (% of total exports)","ST.INT.RCPT.XP.ZS","Seychelles","SYC","","46.7086266416719","41.867472008783","40.3201990024528","34.7991659568343","33.2436655294674","35.026631236391","37.2376392946995","37.3265964748555","37.4299276486998","36.4042307076162",""
"International tourism, receipts (% of total exports)","ST.INT.RCPT.XP.ZS","Sierra Leone","SLE","","18.1669417885033","6.23699678886169","8.17443525939109","3.81696218868337","3.75562908771449","2.32827709296857","4.73413343026276","4.39096800684121","5.11328528474123","5.16251193191442",""
"International tourism, receipts (% of total exports)","ST.INT.RCPT.XP.ZS","Singapore","SGP","","2.8414964959783","2.98599128197397","3.15646282519785","3.23769546461291","3.20509622780607","3.17029462600024","3.02445115508637","3.60112242801367","3.40851130475549","3.07876287879111",""
"International tourism, receipts (% of total exports)","ST.INT.RCPT.XP.ZS","Sint Maarten (Dutch part)","SXM","","","","71.0089406694347","72.9830893656841","70.9848522789873","73.9076501435269","75.1015587662218","74.8227920391994","67.1190257833088","57.7985069477984",""
"International tourism, receipts (% of total exports)","ST.INT.RCPT.XP.ZS","Slovak Republic","SVK","","3.11947559459894","3.4308700272722","3.01767733740383","2.78063709749344","2.93169265888413","2.86298529943379","3.109588136782","3.38679615905634","3.34906680660842","3.27237655592596",""
"International tourism, receipts (% of total exports)","ST.INT.RCPT.XP.ZS","Slovenia","SVN","","9.53990610328638","9.08064836789377","8.41369124892869","8.23423858583558","8.25339766640877","8.02060088065608","7.79713949182563","7.79628968436994","7.55374132168338","7.32150137778033",""
"International tourism, receipts (% of total exports)","ST.INT.RCPT.XP.ZS","Solomon Islands","SLB","","3.29167583009918","16.0932928061853","12.2685834665841","10.5687697190988","12.2927233355488","11.4130406383005","11.4082332930065","12.7960240975444","13.3022004768921","13.5163585923296",""
"International tourism, receipts (% of total exports)","ST.INT.RCPT.XP.ZS","Somalia","SOM","","","","","","","","","","","",""
"International tourism, receipts (% of total exports)","ST.INT.RCPT.XP.ZS","South Africa","ZAF","","9.02275645146451","9.56882440264696","8.43883863494043","9.50560484680124","9.22370676730788","9.503204440261","9.51703841961516","9.67808697162866","9.38243531024787","8.8935754524209",""
"International tourism, receipts (% of total exports)","ST.INT.RCPT.XP.ZS","South Sudan","SSD","","","","","","","0.0211254439848822","0.873248046107497","1.42700129340968","1.09477279674869","0.387776007652113",""
"International tourism, receipts (% of total exports)","ST.INT.RCPT.XP.ZS","Spain","ESP","","18.5017458590145","15.832385492808","15.4927906844864","15.1148861234788","15.3207600324209","15.6106415597764","15.5363655025688","16.0336355959987","16.4196721367397","16.3031973538393",""
"International tourism, receipts (% of total exports)","ST.INT.RCPT.XP.ZS","Sri Lanka","LKA","","6.08316230354116","9.40539693207484","10.4158267791566","12.9370274874182","16.6187724851372","19.5876588185559","23.4784983928422","26.312689143426","26.6346247610369","27.6749773558156",""
"International tourism, receipts (% of total exports)","ST.INT.RCPT.XP.ZS","St. Kitts and Nevis","KNA","","38.669531076376","43.2421338283289","38.7542687376561","36.9295897145474","34.327678753551","58.5999364799241","59.7631017976626","65.9773887789749","69.8831897726028","60.6386941858798",""
"International tourism, receipts (% of total exports)","ST.INT.RCPT.XP.ZS","St. Lucia","LCA","","74.5607138645387","50.7499104034147","56.0363775671845","55.7878975600148","57.6242962264307","81.0969074162277","79.4348339489566","81.3323281685965","81.2967441451677","81.2711569887711",""
"International tourism, receipts (% of total exports)","ST.INT.RCPT.XP.ZS","St. Martin (French part)","MAF","","","","","","","","","","","",""
"International tourism, receipts (% of total exports)","ST.INT.RCPT.XP.ZS","St. Vincent and the Grenadines","VCT","","45.7041410346393","46.9470072089616","50.3298628123835","49.9264262897563","47.4169535343042","69.7074190991014","74.3600079961688","74.0572011951845","73.5050940270212","76.2701685080011",""
"International tourism, receipts (% of total exports)","ST.INT.RCPT.XP.ZS","Sudan","SDN","","0.272613270814023","0.70407894532568","1.62340952303029","15.0625301924891","12.7817019130533","16.0583803007775","19.3818518202593","21.7540830840814","17.4985095090386","20.8779243729127",""
"International tourism, receipts (% of total exports)","ST.INT.RCPT.XP.ZS","Suriname","SUR","","","2.9671038486347","2.42304633992223","2.75086024640552","3.55365314223065","4.3801074072418","5.37126638025959","4.60677337165067","2.81494270437682","3.2084253330086",""
"International tourism, receipts (% of total exports)","ST.INT.RCPT.XP.ZS","Sweden","SWE","","4.29929365536074","4.8457267164151","3.89743272916434","4.05495128902978","4.29342321548772","4.61751953574709","5.01253352552941","5.67962355455938","5.91027199868484","5.91079200526395",""
"International tourism, receipts (% of total exports)","ST.INT.RCPT.XP.ZS","Switzerland","CHE","","6.39097206380903","4.73332387432349","4.55494157210413","4.43390292290528","4.17151737707196","4.75926327741911","4.69776248854821","4.36855836098347","4.47919244654587","4.38504393766401",""
"International tourism, receipts (% of total exports)","ST.INT.RCPT.XP.ZS","Syrian Arab Republic","SYR","","15.8071585098612","32.1741673607034","","","","","","","","",""
"International tourism, receipts (% of total exports)","ST.INT.RCPT.XP.ZS","Tajikistan","TJK","","","16.8031713357952","17.5177056879879","21.8480432185824","24.8925725182549","26.3313735899626","17.7034490949623","16.6310279819603","15.253812124056","15.3100709612741",""
"International tourism, receipts (% of total exports)","ST.INT.RCPT.XP.ZS","Tanzania","TZA","","27.9940937576676","20.0784209774253","18.6936465009408","20.2175530788855","22.9203755625072","23.9239876357677","22.0154656041352","25.1374699600342","27.1069294395537","29.365314733999",""
"International tourism, receipts (% of total exports)","ST.INT.RCPT.XP.ZS","Thailand","THA","","12.1511436165526","10.4716200883593","11.7606957917228","12.606838943627","14.7966720803756","13.8025822759808","16.5229814613897","17.4769422746326","18.7285709345965","19.8556368013451",""
"International tourism, receipts (% of total exports)","ST.INT.RCPT.XP.ZS","Timor-Leste","TLS","","","25.2925308399976","17.776283609833","20.4499496892503","33.006022996598","39.0646011557467","56.039707117138","59.9293660093035","66.426437722433","64.0015153353887",""
"International tourism, receipts (% of total exports)","ST.INT.RCPT.XP.ZS","Togo","TGO","","2.59035838183004","8.09158482392611","12.3685336898483","11.765093829822","11.6004988698141","12.8232362073557","14.1456967141045","14.1284120619563","15.4224279993875","",""
"International tourism, receipts (% of total exports)","ST.INT.RCPT.XP.ZS","Tonga","TON","","","38.4081916927899","48.2457733709298","49.7803643842609","51.2095199369796","51.2754831504172","66.0433530003665","51.0815648021822","47.5467142172224","45.8747060325246",""
"International tourism, receipts (% of total exports)","ST.INT.RCPT.XP.ZS","Trinidad and Tobago","TTO","","7.68290874456046","5.20939824434998","3.58121366862325","4.83744312108938","4.54597523782636","5.35867094774509","6.45210274748117","7.64582317728338","6.87794527376478","4.77367392770904",""
"International tourism, receipts (% of total exports)","ST.INT.RCPT.XP.ZS","Tunisia","TUN","","23.0998290853294","15.7151177770761","11.2426709002261","13.2336916207998","13.0276995183533","14.0996285567635","10.7088048142166","10.095192732395","10.1340626601291","11.9476441556252",""
"International tourism, receipts (% of total exports)","ST.INT.RCPT.XP.ZS","Turkey","TUR","","15.1649355549818","16.7161031751577","16.5001334081145","15.3593880768407","15.9952622344398","16.4931255650875","16.9225064534378","13.4631331889251","14.3110532342441","15.6095018744851",""
